,PC1,PC2,group,tissue,stage,type,sam,idxOrder
RET_8W_emb1_rep1_74,-2.349887097,-10.171598399999999,2,RET,6W,RPC,RET_8W_emb1_rep1_74,1607
RET_8W_emb1_rep1_75,-1.41077543,-10.50073206,2,RET,6W,RPC,RET_8W_emb1_rep1_75,1608
RET_8W_emb1_rep1_76,1.191208459,-9.134626347000001,2,RET,6W,RPC,RET_8W_emb1_rep1_76,1609
RET_8W_emb1_rep1_77,1.457739995,-8.509986075,2,RET,6W,RPC,RET_8W_emb1_rep1_77,1610
RET_8W_emb1_rep1_78,2.241892397,-10.16460221,2,RET,6W,RPC,RET_8W_emb1_rep1_78,1611
RET_8W_emb1_rep1_79,2.317159796,-9.061472115,2,RET,6W,RPC,RET_8W_emb1_rep1_79,1612
RET_8W_emb1_rep1_80,1.300293873,-8.532445457,2,RET,6W,RPC,RET_8W_emb1_rep1_80,1613
RET_8W_emb1_rep1_81,0.9368714920000001,-11.31607048,2,RET,6W,RPC,RET_8W_emb1_rep1_81,1614
RET_8W_emb1_rep1_82,-3.766937197,-10.51832632,2,RET,6W,RPC,RET_8W_emb1_rep1_82,1615
RET_8W_emb1_rep1_83,3.26026675,-8.964986373,2,RET,6W,RPC,RET_8W_emb1_rep1_83,1616
RET_8W_emb1_rep1_84,3.5261346560000004,-9.535379456,2,RET,6W,RPC,RET_8W_emb1_rep1_84,1617
RET_8W_emb1_rep1_85,0.801830342,-7.732927471,2,RET,6W,RPC,RET_8W_emb1_rep1_85,1618
RET_8W_emb1_rep1_86,-19.19101097,-23.71243857,10,RET,6W,Fibroblast,RET_8W_emb1_rep1_86,1619
RET_8W_emb1_rep1_87,-1.6690824519999998,-10.36798243,2,RET,6W,RPC,RET_8W_emb1_rep1_87,1620
RET_8W_emb1_rep1_88,2.875429794,-7.727347933,2,RET,6W,RPC,RET_8W_emb1_rep1_88,1621
RET_8W_emb1_rep1_89,-4.268487359,-10.39524623,2,RET,6W,RPC,RET_8W_emb1_rep1_89,1622
RET_8W_emb1_rep1_90,2.085837585,-8.925589397000001,2,RET,6W,RPC,RET_8W_emb1_rep1_90,1623
RET_8W_emb1_rep1_91,-4.831792915,-10.46406412,2,RET,6W,RPC,RET_8W_emb1_rep1_91,1624
RET_8W_emb1_rep1_92,3.007408842,-8.994198002000001,2,RET,6W,RPC,RET_8W_emb1_rep1_92,1625
RET_8W_emb1_rep1_93,0.8317694929999999,-11.18018308,2,RET,6W,RPC,RET_8W_emb1_rep1_93,1626
RET_8W_emb1_rep1_94,1.597011178,-9.698463313,2,RET,6W,RPC,RET_8W_emb1_rep1_94,1627
RET_8W_emb1_rep1_95,2.961790541,-10.52815187,2,RET,6W,RPC,RET_8W_emb1_rep1_95,1628
RET_8W_emb1_rep1_96,3.353842147,-8.954846491,2,RET,6W,RPC,RET_8W_emb1_rep1_96,1629
RET_9W_emb2_rep2_1,-15.181638000000001,5.8061697070000005,7,RET,7W,RGC,RET_9W_emb2_rep2_1,1630
RET_9W_emb2_rep2_2,-14.95897931,8.762792671,7,RET,7W,RGC,RET_9W_emb2_rep2_2,1631
RET_9W_emb2_rep2_3,-14.50440132,6.12031006,4,RET,7W,RGC,RET_9W_emb2_rep2_3,1632
RET_9W_emb2_rep2_4,-17.30934793,13.07689185,7,RET,7W,RGC,RET_9W_emb2_rep2_4,1633
RET_9W_emb2_rep2_5,-15.913222099999999,13.30472703,7,RET,7W,RGC,RET_9W_emb2_rep2_5,1634
RET_9W_emb2_rep2_6,-15.41120876,4.6798386039999995,4,RET,7W,RGC,RET_9W_emb2_rep2_6,1635
RET_9W_emb2_rep2_7,-2.946734135,13.0338757,12,RET,7W,Horizontal,RET_9W_emb2_rep2_7,1636
RET_9W_emb2_rep2_8,-3.684537062,12.52281908,12,RET,7W,Horizontal,RET_9W_emb2_rep2_8,1637
RET_9W_emb2_rep2_9,-16.09799346,9.671026527999999,7,RET,7W,RGC,RET_9W_emb2_rep2_9,1638
RET_9W_emb2_rep2_10,-13.25420749,6.116974599,4,RET,7W,RGC,RET_9W_emb2_rep2_10,1639
RET_9W_emb2_rep2_11,-3.504533408,11.24896921,12,RET,7W,Horizontal,RET_9W_emb2_rep2_11,1640
RET_9W_emb2_rep2_12,-3.272842953,11.2667494,12,RET,7W,Horizontal,RET_9W_emb2_rep2_12,1641
RET_9W_emb2_rep2_13,-15.14080141,12.13772439,7,RET,7W,RGC,RET_9W_emb2_rep2_13,1642
RET_9W_emb2_rep2_14,-7.695079222,-6.405641318,2,RET,7W,RPC,RET_9W_emb2_rep2_14,1643
RET_9W_emb2_rep2_15,-13.49001125,4.038763123,4,RET,7W,RGC,RET_9W_emb2_rep2_15,1644
RET_9W_emb2_rep2_16,-17.44812171,10.48628757,7,RET,7W,RGC,RET_9W_emb2_rep2_16,1645
RET_9W_emb2_rep2_26,-2.748349647,13.45600608,12,RET,7W,Horizontal,RET_9W_emb2_rep2_26,1646
RET_9W_emb2_rep2_27,4.488669732,2.321144996,9,RET,7W,RPC,RET_9W_emb2_rep2_27,1647
RET_9W_emb2_rep2_28,7.818552071,2.410471963,9,RET,7W,RPC,RET_9W_emb2_rep2_28,1648
RET_9W_emb2_rep2_29,3.9497655910000002,6.814378335,9,RET,7W,RPC,RET_9W_emb2_rep2_29,1649
RET_9W_emb2_rep2_30,-14.40751222,11.81021369,7,RET,7W,RGC,RET_9W_emb2_rep2_30,1650
RET_9W_emb2_rep2_31,-9.197932596000001,-0.46582825200000005,4,RET,7W,RGC,RET_9W_emb2_rep2_31,1651
RET_9W_emb2_rep2_32,-4.369154743999999,13.81283281,12,RET,7W,Horizontal,RET_9W_emb2_rep2_32,1652
RET_9W_emb2_rep2_33,-13.08104816,7.320980851,4,RET,7W,RGC,RET_9W_emb2_rep2_33,1653
RET_9W_emb2_rep2_35,-19.01099984,5.024775757,1,RET,7W,RGC,RET_9W_emb2_rep2_35,1654
RET_9W_emb2_rep2_36,4.794836623,2.797123495,9,RET,7W,RPC,RET_9W_emb2_rep2_36,1655
RET_9W_emb2_rep2_37,-11.22970511,3.793119878,4,RET,7W,RGC,RET_9W_emb2_rep2_37,1656
RET_9W_emb2_rep2_38,-13.86079928,4.165200872,4,RET,7W,RGC,RET_9W_emb2_rep2_38,1657
RET_9W_emb2_rep2_39,5.7795234660000006,-1.072629345,2,RET,7W,RPC,RET_9W_emb2_rep2_39,1658
